text,label
خلال مهمة تدريبية.. تحطم طائرة عسكرية ومقتل قائدها بالجزائر,2
وزارة الصحة في غزة تعلن استشهاد 970 شخصا خلال 48 ساعة,0
الجامعة العربية تبحث استئناف عدوان الاحتلال على غزة,0
وسط حراسة قوات الاحتلال.. مستوطنون يقتحمون المسجد الأقصى مجددًا,2
جيش الاحتلال يعلن شن عملية برية في شمال غزة,0
العدوان على غزة.. مقتل موظف أممي جراء قصف إسرائيلي في دير البلح,2
استشهاد 18 فلسطينيًا في غارات إسرائيلية على قطاع غزة,1
بلخي: أزمات سكان الشرق الأوسط تمثل ثلث العبء الإنساني العالمي,2
يشعر بالصدمة.. جوتيريش يطالب باحترام وقف إطلاق النار في غزة,2
مع مسؤولين أوروبيين.. اتصالات مصرية لمحاولة وقف العدوان على غزة,1
فلسطين تطلب عقد جلسة بالجامعة العربية لبحث العدوان على غزة,1
"""قصف وحشي"".. ""العالم الإسلامي"" تدين استئناف العدوان على قطاع غزة",1
تطورات العدوان.. ارتفاع عدد الشهداء في قطاع غزة إلى 419,0
البديوي: العلاقات الخليجية الأوروبية أقوى من أي وقت مضى,0
مصر: معبر رفح لا يزال مفتوحًا في انتظار المصابين الفلسطينيين,0
326 شهيدًا جراء تجدد القصف الإسرائيلي على غزة,2
الخارجية الفلسطينية تُطالب المجتمع الدولي بوقف فوري للعدوان على غزة,0
استشهاد 86 فلسطينيًا في سلسلة غارات جوية إسرائيلية على قطاع غزة,1
شهداء ومصابون في سلسلة غارات جوية إسرائيلية على قطاع غزة,0
الإيسيسكو ترحب بقرار استئناف عضوية سوريا في منظمة التعاون الإسلامي,0
مبعوث أوكرانيا يشيد بجهود دول الخليج العربية في دعم بلاده,1
بينهم أطفال.. قوات الاحتلال تعتقل 8 فلسطينيين في الضفة الغربية,1
استشهاد ثلاثة فلسطينيين في قصف إسرائيلي على وسط وجنوب قطاع غزة,2
قوات الاحتلال الإسرائيلي تقتحم بلدتي العيسوية وسلواد في القدس,1
ارتفاع عدد الشهداء الفلسطينيين في غزة إلى 48.572 شهيدًا,1
كبيرة ومتنوعة.. عون يكشف عن التحديات التي يواجهها لبنان,0
معبر رفح البري يستقبل 35 مصابًا فلسطينيًا و44 مرافقًا,1
بينهم صحفيون ومصورون.. استشهاد 9 فلسطينيين في شمال قطاع غزة,0
الكويت.. زلزال بقوة 3.9 درجة يضرب جنوب غرب المناقيش,0
"شاهد | ""إفطار المطرية"".. أجواء احتفالية في أطول مائدة رمضانية بمصر",2
سوريا تعلن إعادة تشغيل مطار حلب الدولي,1
بعمق 25.58 كيلومترًا.. مصر تسجل هزة أرضية بقوة 4.6 درجة,2
باكستان تطالب بمحاسبة إسرائيل على جرائم الحرب ضد الفلسطينيين,0
لمدة 5 سنوات.. سوريا تقر إعلانًا دستوريًا لإدارة المرحلة الانتقالية,0
استشهاد طفل فلسطيني في غارة لمسيرة إسرائيلية شرق مدينة غزة,1
فلسطين ترحّب بتقرير أممي يوثق ارتكاب الاحتلال جرائم إبادة جماعية,0
"الصحة الفلسطينية: ارتفاع شهداء العدوان على غزة إلى 48,524",0
لبنان يعيّن قائدا جديدا للجيش ويقر تطويع 4500 جندي,1
مصر.. وفاة 8 وإصابة 12 في حادث تصادم قطار بحافلة في الإسماعيلية,1
لجنة الإعلان الدستوري السوري: المرحلة الانتقالية 5 سنوات,0
قوات الاحتلال تعتقل 18 فلسطينيًا من الضفة الغربية,0
مقاومة الجدار: الاحتلال يستهدف حرمان الفلسطينيين من أراضي الأغوار,2
الأمم المتحدة: قطاع غزة محروم من الطعام والماء والخدمات الصحية,0
برئاسة الشرع.. إعلان تشكيل مجلس الأمن القومي في سوريا,0
مقررون أمميون: قرارات الاحتلال تستهدف تدمير الشعب الفلسطيني,2
"الرياض.. ""بازار ريف"" يواصل عروضه التراثية في أجواء رمضانية",1
مستشفيات وعيادات دلّه تعلن عن مواعيد العمل خلال أيام عيد الفطر المبارك.. والطوارئ والصيدليات على مدار الساعة,1
مجموعة مايديا وشاكر تعززان شراكتهما الاستراتيجية وتطلقان حملة 'لحظات مايديا' في السعودية,2
الأمير تركي بن محمد بن فهد يرأس اجتماع مجلس أمناء مؤسسة الأمير محمد بن فهد للتنمية الإنسانية,0
أهم أنواع الوجبات الصحية المقدمة لضيوف الرحمن في المسجد الحرام,0
لعبة Assassin’s Creed Shadows.. تقييمات مرتفعة من النقاد,0
"""جادة قباء"".. مسار تفاعلي يثري تجربة الأهالي والزائرين",2
في يوم السعودية الخضراء.. شباب المملكة نواة الأمل لمستقبل أكثر استدامةً,2
القوات الخاصة لأمن الطرق.. أمان وتنظيم لرحلة إيمانية ميسرة,0
خدمات إرشادية وتنظيمية متكاملة لضيوف الرحمن بالمسجد الحرام,2
تأخر مواعيد غروب الشمس.. غدًا أول أيام فصل الربيع فلكيًا,1
"*حملة ""خلك حريص"" تختتم فعالياتها وتعزز الوعي بمخاطر الاحتيال المالي*",0
صناعة سعودية فاخرة.. ماذا تعرف عن سجاد المسجد الحرام؟,2
السعودية للشحن: شحنات التمور ارتفعت 64 % وننقلها إلى أكثر من 45 وجهة عالمية,2
وجبات إفطار ضيوف الرحمن بالمسجد الحرام.. أنواعها ومصادرها,2
شاهد| رغوة غريبة وأسماك نافقة تغزو الشواطئ في أستراليا,0
مع قرب إجازة عيد الفطر.. خطوات خدمة استخراج تصاريح السفر لأفراد الأسرة,1
4 خطوات ميسرة للتقديم على طلب الحالة الإنسانية بالمسجد الحرام,1
"لولو تعود بحملتها المنتظرة ""لولو جابتها من الآخر” - استمتعوا بخصم 50% وصفقات مذهلة لتسوق العيد وأكثر!",1
الضمان الاجتماعي.. حالات تقديم بالإنابة لاستحقاق المعاش وشروطها,1
مستشفى الدكتور سليمان الحبيب بالخبر يُجري جراحة سمنة عالية الخطورة لإنقاذ شاب من تبعات الفشل الكلوي الحاد,2
خريطة العمارة السعودية.. مكاسب اقتصادية وحفاظ على الإرث الثري للمملكة,2
مرافق وخدمات المسجد الحرام.. وصول سهل وتيسير على ضيوف الرحمن,2
يُشاهد بالعين المجردة.. رصد اقتران قمر رمضان بنجم السمّاك الليلة,0
مفاجأة لعشاقSilent Hill F.. اللعبة بدون أسلحة نارية,1
رصد أول ولادة لظباء الريم المتكاثرة ذاتيًا في محمية الإمام سعود,2
مستشفيات المانع تقيم غبقتها الرمضانية السنوية في الخُبَر,2
لجنة الإعلام في البنوك السعودية توقع مذكرة تعاون مع ( حماية المستهلك ).,1
"فعاليات ""قمرة"" الرمضانية.. وجهة مثالية للعائلات في الحدود الشمالية",2
رمضان في السعودية.. فعاليات مميزة وأجواء روحانية في مكة والمدينة وجدة,1
ليالي رمضان.. الفوانيس المضيئة تُزين  شوارع مدينة الباحة,0
الحميض البري.. ثمار ربيعية تزين طبيعة الحدود الشمالية,2
القطيف تتزين بـ”الناصفة“.. و”قرقيعان الرامس“ يُلهب حماس الصغار والكبار,0
Silent Hill f.. نظرة على لعبة الرعب قيد التطوير,2
باحثة فلكية: الميكروبات مفتاح فهم الحياة خارج الأرض ودعم المهمات الفضائية,0
"بكوادر وطنية 100%.. البحرين تطلق القمر الصناعي ""المنذر""",1
الفزعة والعونة.. عنوان الترابط والتكافل السعودي منذ القدم,0
شاهد | لقطات مذهلة.. مركبة فضائية ترصد كسوف الشمس من القمر,0
صور| القمر البدر ليلة 15 رمضان يزين سماء الحدود الشمالية,0
تعرف إلى أهم خدمات عيادات التمكين المقدمة من الضمان الاجتماعي,1
"فيديو..أكاديمي لـ ""اليوم"": 3 نصائح لتجنب الاحتيال في التبرعات",2
كيف تستفيد من خدمة نظام البلاغات الإلكترونية في المسجد الحرام؟,0
"""البسطة"" في أبها.. تجربة رمضانية تكشف عن عراقة التراث العسيري",0
تكافل ومحبة.. أطفال الباحة يشاركون بالأعمال التطوعية لإفطار الصائمين,1
"منتجع ""سولت البحر"" في الخبر.. تجربة شاطئية فريدة لكل أفراد الأسرة",0
خطوات الحجز لخدمة عربات منصة التنقل الموحدة في المسجد الحرام,2
أرقام.. دراسة تكشف حجم تناول الحشرات وتجريبها كغذاء في ألمانيا,0
"""أدير العقارية"" تحقق مبيعات تجاوزت نصف مليار ريال في مزاد مخطط ""المشرق"" بالخبر خلال خمسين دقيقة",1
ما أهم مصادر الأموال ومبالغ المعاشات بالضمان الاجتماعي؟,2
برنامج الدعم السكني يعزز جهود المملكة لتوفير سكن كريم للمواطنين,0
